"File","Patterns","Backup","Timestamp"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/GifViewerUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/GifViewerUC.xaml.cs.bak","2025-09-20T13:00:21.7134816+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ImageViewer.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ImageViewer.cs.bak","2025-09-20T13:00:21.8678605+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ImageViewerDecoratorUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ImageViewerDecoratorUC.xaml.cs.bak","2025-09-20T13:00:22.0068234+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemFriendRequestUC.xaml","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemFriendRequestUC.xaml.bak","2025-09-20T13:00:22.0849669+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemNewsFeedUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemNewsFeedUC.xaml.cs.bak","2025-09-20T13:00:22.1832804+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemNotificationUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemNotificationUC.xaml.cs.bak","2025-09-20T13:00:22.3870772+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemSearchUC.xaml","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemSearchUC.xaml.bak","2025-09-20T13:00:22.5477347+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemWallPostUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ItemWallPostUC.xaml.cs.bak","2025-09-20T13:00:22.6177314+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/MenuUC.xaml","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/MenuUC.xaml.bak","2025-09-20T13:00:22.7860703+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/NewMessageUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/NewMessageUC.xaml.cs.bak","2025-09-20T13:00:22.9712534+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/PreviewImageUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/PreviewImageUC.xaml.cs.bak","2025-09-20T13:00:23.0760341+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ScrollableTextBlock.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/ScrollableTextBlock.cs.bak","2025-09-20T13:00:23.2049774+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/SharePostUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/SharePostUC.xaml.cs.bak","2025-09-20T13:00:23.3794106+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/SpriteListControl.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/SpriteListControl.cs.bak","2025-09-20T13:00:23.5380121+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/StickersPanel.xaml","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/StickersPanel.xaml.bak","2025-09-20T13:00:23.7001331+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/StickersPanel.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/StickersPanel.xaml.cs.bak","2025-09-20T13:00:23.7514351+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/VideoViewerUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/VideoViewerUC.xaml.cs.bak","2025-09-20T13:00:23.8520884+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/Attachment/AttachArticleUC.xaml.cs","(?i)https?://m\.vk\.com;(?i)m\.vk\.com;(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/Attachment/AttachArticleUC.xaml.cs.bak","2025-09-20T13:00:24.0197936+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/Attachment/AttachDocumentUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/Attachment/AttachDocumentUC.xaml.cs.bak","2025-09-20T13:00:24.3079777+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/Attachment/AttachLinkUC.xaml.cs","(?i)m\.vk\.com;(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/Attachment/AttachLinkUC.xaml.cs.bak","2025-09-20T13:00:24.3637872+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/AttachmentPickers/GraffitiDrawUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/AttachmentPickers/GraffitiDrawUC.xaml.cs.bak","2025-09-20T13:00:24.8430642+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/PopUp/LinkCreationUC.xaml.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/UC/PopUp/LinkCreationUC.xaml.cs.bak","2025-09-20T13:00:25.1871927+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/CommentsViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/CommentsViewModel.cs.bak","2025-09-20T13:00:25.3091646+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/DialogsWithConversationViewModel2.cs","(?i)https?://m\.vk\.com;(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/DialogsWithConversationViewModel2.cs.bak","2025-09-20T13:00:25.4328641+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/GroupViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/GroupViewModel.cs.bak","2025-09-20T13:00:25.6410860+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/GroupViewModel2.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/GroupViewModel2.cs.bak","2025-09-20T13:00:25.8973725+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/MediaDownloadViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/MediaDownloadViewModel.cs.bak","2025-09-20T13:00:25.9722678+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/MenuSearchViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/MenuSearchViewModel.cs.bak","2025-09-20T13:00:26.0453978+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/NewsViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/NewsViewModel.cs.bak","2025-09-20T13:00:26.1269142+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/ProfileViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/ProfileViewModel.cs.bak","2025-09-20T13:00:26.2855606+03:00"
"C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/RegistrationViewModel.cs","(?i)vk\.com","C:/Users/Admin/source/repos/!VK/LunaVK-dev/Src/LunaVK/ViewModels/RegistrationViewModel.cs.bak","2025-09-20T13:00:26.5240337+03:00"
